locality,property_type,area_sqft,bedrooms,bathrooms,balconies,age_years,floor,total_floors,parking,furnishing,facing,gym,swimming_pool,security,power_backup,lift,price
Aminpur,Apartment,1200,2,1,2,4,6,12,1,Semi-Furnished,South,0,0,1,1,1,5500000
Chandanagar,Apartment,2055,3,2,2,0,3,5,1,Fully Furnished,West,1,1,1,1,1,8500000
Chandanagar,Apartment,1745,3,2,2,0,12,15,1,Semi-Furnished,East,0,0,1,1,1,7200000
Chandanagar,Apartment,1335,2,1,2,0,3,12,1,Semi-Furnished,East,0,0,1,1,1,5400000
Shamshabad,Apartment,3698,4,3,2,0,2,12,1,Fully Furnished,North,1,1,1,1,1,22700000
Shamshabad,Apartment,2337,3,2,2,0,2,12,1,Fully Furnished,East,1,1,1,1,1,14300000
Malkajgiri,Apartment,1450,3,2,2,4,2,12,1,Semi-Furnished,North,0,0,1,1,1,7200000
Nandigama,Apartment,1050,2,1,2,0,1,7,1,Semi-Furnished,South,0,0,1,1,1,4776000
Kachiguda,Independent House,2890,4,3,2,4,0,1,1,Fully Furnished,North-East,0,1,1,1,0,20000000
Nanakramguda,Apartment,2150,3,2,2,0,5,10,1,Fully Furnished,West,1,1,1,1,1,21500000
Narayanguda,Apartment,1120,2,1,2,4,6,7,1,Semi-Furnished,East,1,0,1,1,1,6500000
Adikmet,Apartment,1057,2,1,2,4,7,10,1,Semi-Furnished,East,1,0,1,1,1,5500000
Nallakunta,Apartment,1057,2,1,2,4,12,15,1,Semi-Furnished,West,1,0,1,1,1,5800000
Adikmet,Independent House,4260,5,4,2,4,0,2,1,Fully Furnished,North,1,1,1,1,0,16000000
Amberpet,Independent House,1080,2,1,2,4,1,2,1,Fully Furnished,South,1,1,1,1,0,9000000
Nallakunta,Independent House,1350,3,2,2,4,1,2,1,Fully Furnished,North,0,0,1,1,0,13000000
Nallakunta,Independent House,1987,4,3,2,4,0,1,1,Fully Furnished,South,1,0,1,1,0,22000000
Gachibowli,Apartment,1200,2,1,2,0,4,10,1,Fully Furnished,North-East,1,1,1,1,1,8784000
Kondapur,Apartment,2440,3,2,2,4,6,15,1,Fully Furnished,South,1,1,1,1,1,22500000
Kondapur,Apartment,1225,2,1,2,0,5,12,1,Fully Furnished,East,1,1,1,1,1,9720000
Khajaguda Nanakramguda Road,Villa,3850,4,3,2,4,1,2,2,Fully Furnished,South,1,1,1,1,0,150000000
Gachibowli,Apartment,4150,4,3,2,4,3,12,1,Fully Furnished,East,1,1,1,1,1,40000000
Patancheru,Villa,2000,3,2,2,4,0,1,2,Fully Furnished,East,1,1,1,1,0,13000000
Nanakramguda,Apartment,1960,3,2,2,4,7,12,1,Fully Furnished,North,1,1,1,1,1,20000000
Madhapur,Apartment,1180,2,1,2,4,6,15,1,Fully Furnished,West,1,1,1,1,1,11800000
Kondapur,Apartment,1693,3,2,2,4,23,24,1,Fully Furnished,East,1,1,1,1,1,17000000
Shaikpet,Apartment,2400,3,2,2,4,11,12,1,Fully Furnished,East,1,1,1,1,1,31200000
Shaikpet,Apartment,4920,4,3,2,4,6,12,1,Fully Furnished,East,1,1,1,1,1,73800000
Madhapur,Apartment,2500,3,2,2,4,7,10,1,Fully Furnished,North-East,1,1,1,1,1,32500000
Tellapur,Villa,3223,4,3,2,4,1,3,2,Fully Furnished,South,1,1,1,1,0,64100000
Tukkuguda,Apartment,1600,3,2,2,4,1,12,1,Fully Furnished,East,1,1,1,1,1,8500000
Kokapet,Apartment,1686,3,2,2,0,2,10,1,Fully Furnished,West,1,1,1,1,1,12600000
Manikonda,Apartment,1891,3,2,2,0,5,15,1,Fully Furnished,West,1,1,1,1,1,16000000
Kokapet,Apartment,1310,2,1,2,0,13,20,1,Fully Furnished,North-East,1,1,1,1,1,9825000
Tellapur,Apartment,1695,3,2,2,0,1,5,1,Fully Furnished,East,1,1,1,1,1,11300000
Tellapur,Apartment,1355,2,1,2,0,4,7,1,Fully Furnished,East,1,1,1,1,1,9077000
Kollur,Apartment,1855,3,2,2,0,5,15,1,Fully Furnished,West,1,1,1,1,1,11100000
Kollur,Apartment,1655,3,2,2,0,4,20,1,Fully Furnished,East,1,1,1,1,1,9928000
Kokapet,Apartment,1085,2,1,2,0,16,20,1,Fully Furnished,East,1,1,1,1,1,8137000
Narsingi,Apartment,1200,2,1,2,0,8,15,1,Fully Furnished,North-West,1,1,1,1,1,9540000
Kollur,Apartment,2195,3,2,2,0,6,20,1,Fully Furnished,West,1,1,1,1,1,13100000
Kollur,Apartment,1295,2,1,2,0,10,12,1,Semi-Furnished,North,0,0,1,1,1,7768000
Kollur,Apartment,2425,3,2,2,0,9,20,1,Fully Furnished,South,1,1,1,1,1,14500000
Kollur,Apartment,1900,3,2,2,0,1,7,1,Fully Furnished,West,1,1,1,1,1,11300000
Kollur,Apartment,1875,3,2,2,0,2,20,1,Fully Furnished,East,1,1,1,1,1,11200000
Kollur,Apartment,1400,3,2,2,0,1,12,1,Fully Furnished,East,1,1,1,1,1,8398000
Kollur,Apartment,1880,3,2,2,0,8,20,1,Fully Furnished,West,1,1,1,1,1,10300000
Kollur,Apartment,1385,2,1,2,0,11,12,1,Semi-Furnished,North,1,0,1,1,1,7616000
Ghatkesar,Apartment,1297,2,1,2,0,8,12,1,Semi-Furnished,West,1,0,1,1,1,5447000
Ghatkesar,Apartment,1009,2,1,2,0,8,20,1,Semi-Furnished,East,1,0,1,1,1,4658000
Kollur,Apartment,2425,3,2,2,0,1,10,1,Fully Furnished,North,1,1,1,1,1,14500000
Kollur,Apartment,1900,3,2,2,0,5,7,1,Fully Furnished,North-East,1,1,1,1,1,11300000
Kollur,Apartment,1875,3,2,2,0,1,10,1,Fully Furnished,South,1,1,1,1,1,11200000
Kollur,Apartment,1400,3,2,2,0,8,12,1,Fully Furnished,North-East,1,1,1,1,1,8398000
Kollur,Apartment,1880,3,2,2,0,1,5,1,Fully Furnished,South,1,1,1,1,1,10300000
Kollur,Apartment,1385,2,1,2,0,1,15,1,Semi-Furnished,West,0,0,1,1,1,7616000
Ghatkesar,Apartment,1297,2,1,2,0,3,7,1,Semi-Furnished,South,0,0,1,1,1,5447000
Ghatkesar,Apartment,1009,2,1,2,0,1,5,1,Semi-Furnished,East,1,0,1,1,1,4658000
Kollur,Apartment,1283,2,1,2,0,8,12,1,Semi-Furnished,North,1,0,1,1,1,5772000
Kokapet,Apartment,1730,3,2,2,0,4,12,1,Fully Furnished,North,1,1,1,1,1,13500000
Puppalaguda,Apartment,2150,3,2,2,0,3,10,1,Fully Furnished,East,1,1,1,1,1,19500000
Kokapet,Villa,4396,4,3,2,4,0,1,2,Fully Furnished,South,1,1,1,1,0,200000000
Kondapur,Apartment,1297,2,1,2,4,5,10,1,Fully Furnished,North-East,1,1,1,1,1,16000000
Kompally,Apartment,1100,2,1,2,4,6,12,1,Semi-Furnished,East,1,0,1,1,1,5520000
Kompally,Apartment,1550,3,2,2,4,10,15,1,Semi-Furnished,South,0,0,1,1,1,7634999
Dammaiguda,Independent House,2700,4,3,2,4,1,2,1,Fully Furnished,East,0,1,1,1,0,13000000
Alwal,Apartment,1600,3,2,2,4,4,7,1,Fully Furnished,North,1,1,1,1,1,8940000
Yapral,Apartment,1250,3,2,2,4,8,20,1,Semi-Furnished,North,1,0,1,1,1,5000000
Alwal,Apartment,1560,3,2,2,4,9,15,1,Fully Furnished,North,1,1,1,1,1,8600000
Yapral,Independent House,3300,5,4,2,4,0,2,1,Fully Furnished,North-East,0,0,1,1,0,23000000
Attapur,Apartment,2011,3,2,2,0,3,15,1,Fully Furnished,South,1,1,1,1,1,12300000
Umdanagar,Apartment,3698,4,3,2,0,6,7,1,Fully Furnished,East,1,1,1,1,1,22700000
Madhapur,Apartment,4070,4,3,2,4,9,10,1,Fully Furnished,North-West,1,1,1,1,1,93600000
Serilingampally,Apartment,2650,3,2,2,4,10,15,1,Fully Furnished,North-East,1,1,1,1,1,18500000
Sainikpuri,Apartment,1360,3,2,2,4,2,12,1,Semi-Furnished,East,1,0,1,1,1,7500000
Kistareddypet,Independent House,2700,4,3,2,4,1,2,1,Fully Furnished,South,0,1,1,1,0,12500000
Sainikpuri,Independent House,3500,5,4,2,4,1,3,1,Fully Furnished,South,1,0,1,1,0,22000000
Tukkuguda,Villa,3805,3,2,2,0,0,2,2,Fully Furnished,East,1,1,1,1,0,28600000
Nallakunta,Apartment,1811,3,2,2,4,5,7,1,Fully Furnished,North-East,1,1,1,1,1,13500000
Nallakunta,Independent House,3750,5,4,2,4,0,2,1,Fully Furnished,North,1,0,1,1,0,22000000
Nallakunta,Apartment,1057,2,1,2,4,12,15,1,Semi-Furnished,North,0,0,1,1,1,6200000
Himayat Nagar,Apartment,2000,3,2,2,4,1,10,1,Fully Furnished,West,1,1,1,1,1,21000000
Kokapet,Apartment,1200,2,1,2,4,9,20,1,Fully Furnished,North,1,1,1,1,1,8040000
Kokapet,Apartment,1630,3,2,2,4,11,12,1,Fully Furnished,West,1,1,1,1,1,10900000
Kokapet,Apartment,1630,3,2,2,4,10,12,1,Fully Furnished,West,1,1,1,1,1,10900000
Himayat Nagar,Apartment,1350,3,2,2,4,6,15,1,Fully Furnished,South,1,1,1,1,1,10800000
Bandlaguda Jagir,Apartment,6000,4,3,2,0,4,10,1,Fully Furnished,North-West,1,1,1,1,1,38300000
Gachibowli,Apartment,4999,4,3,2,0,3,7,1,Fully Furnished,North-East,1,1,1,1,1,57400000
Bhanur,Villa,3140,4,3,2,0,1,2,2,Fully Furnished,North-East,1,1,1,1,0,17900000
Kachiguda,Independent House,2856,4,3,2,4,1,2,1,Fully Furnished,West,0,1,1,1,0,20000000
Kokapet,Apartment,1575,3,2,2,4,7,10,1,Fully Furnished,West,1,1,1,1,1,14000000
Bandlaguda Jagir,Apartment,5000,4,3,2,0,12,20,1,Fully Furnished,South,1,1,1,1,1,31900000
Manchirevula,Apartment,1250,2,1,2,0,18,20,1,Fully Furnished,North-East,1,1,1,1,1,9998000
Patighanpur,Apartment,1266,3,2,2,0,14,15,1,Semi-Furnished,East,0,0,1,1,1,6456000
Kukatpally,Apartment,1800,3,2,2,0,8,12,1,Semi-Furnished,West,0,0,1,1,1,7700000
Kapra,Apartment,2600,3,2,2,0,14,15,1,Fully Furnished,East,1,1,1,1,1,15000000
Cherlapalli,Apartment,1250,2,1,2,4,12,15,1,Semi-Furnished,North,0,0,1,1,1,7400000
Sainikpuri,Apartment,1585,3,2,2,0,6,7,1,Fully Furnished,West,1,1,1,1,1,8216000
Boduppal,Independent Floor,1900,3,2,2,4,1,2,0,Fully Furnished,West,0,1,1,1,0,10600000
Moula Ali,Apartment,1900,3,2,2,4,2,10,1,Fully Furnished,East,1,1,1,1,1,11000000
Miyapur,Independent Floor,1503,3,2,2,4,1,2,0,Fully Furnished,West,0,1,1,1,0,8200000
Kistareddypet,Apartment,1100,2,1,2,4,4,15,1,Semi-Furnished,North-East,1,0,1,1,1,3650000
Nagole,Apartment,1705,3,2,2,4,15,20,1,Fully Furnished,East,1,1,1,1,1,9610000
Moosapet,Apartment,1565,3,2,2,0,8,12,1,Fully Furnished,South,1,1,1,1,1,8607000
Himayat Nagar,Apartment,1898,3,2,2,4,6,10,1,Fully Furnished,North,1,1,1,1,1,15800000
Himayat Nagar,Apartment,1898,3,2,2,4,1,12,1,Fully Furnished,North-East,1,1,1,1,1,15800000
Tellapur,Apartment,2240,3,2,2,4,6,12,1,Fully Furnished,East,1,1,1,1,1,16000000
Manikonda,Apartment,1890,3,2,2,0,7,12,1,Fully Furnished,North-West,1,1,1,1,1,11700000
Kompally,Apartment,1240,2,1,2,0,9,12,1,Semi-Furnished,North,1,0,1,1,1,6198000
Tellapur,Apartment,2240,3,2,2,4,8,15,1,Fully Furnished,North-West,1,1,1,1,1,16100000
As Rao Nagar,Apartment,1185,2,1,2,4,8,12,1,Semi-Furnished,North-East,0,0,1,1,1,6800000
Banjara Hills,Independent House,6600,7,6,2,4,0,2,1,Fully Furnished,East,1,1,1,1,0,125000000
Somajiguda,Apartment,2300,3,2,2,4,1,15,1,Fully Furnished,East,1,1,1,1,1,21000000
Somajiguda,Apartment,2300,3,2,2,4,3,10,1,Fully Furnished,East,1,1,1,1,1,21000000
Jubilee Hills,Villa,6400,5,4,2,4,1,3,2,Fully Furnished,North,1,1,1,1,0,135000000
Manikonda,Apartment,2695,4,3,2,0,11,20,1,Fully Furnished,East,1,1,1,1,1,22900000
Rampally,Independent House,1200,2,1,2,4,0,2,1,Fully Furnished,West,1,0,1,1,0,9500000
Miyapur,Apartment,1290,2,1,2,4,14,15,1,Fully Furnished,West,1,1,1,1,1,8384999
Miyapur,Apartment,3252,4,3,2,0,11,15,1,Fully Furnished,South,1,1,1,1,1,23400000
Manikonda,Apartment,1890,3,2,2,0,13,15,1,Fully Furnished,North-East,1,1,1,1,1,11700000
Miyapur,Apartment,2424,3,2,2,0,4,12,1,Fully Furnished,North-East,1,1,1,1,1,17400000
Miyapur,Apartment,2115,3,2,2,4,2,5,1,Fully Furnished,North,1,1,1,1,1,13700000
Narsingi,Apartment,1920,3,2,2,0,12,20,1,Fully Furnished,East,1,1,1,1,1,12600000
Kukatpally,Apartment,1350,2,1,2,0,14,15,1,Semi-Furnished,East,0,0,1,1,1,5130000
Ibrahimpatnam,Apartment,1020,2,1,2,4,5,15,1,Unfurnished,South,0,0,1,1,1,2896000
Ibrahimpatnam,Apartment,1800,4,3,2,0,11,12,1,Semi-Furnished,West,0,0,1,1,1,6500000
Shankarpally Road,Apartment,1765,3,2,2,0,7,15,1,Fully Furnished,North-East,1,1,1,1,1,10000000
Mokila,Apartment,1330,2,1,2,4,3,12,1,Semi-Furnished,East,0,0,1,1,1,7579000
Lb Nagar,Apartment,1600,3,2,2,0,4,24,1,Fully Furnished,East,1,1,1,1,1,8800000
Manikonda,Apartment,1890,3,2,2,0,4,12,1,Fully Furnished,West,1,1,1,1,1,11300000
Manikonda,Apartment,1890,3,2,2,0,8,15,1,Fully Furnished,North,1,1,1,1,1,14100000
Manikonda,Apartment,1890,3,2,2,0,5,10,1,Fully Furnished,West,1,1,1,1,1,11300000
HITEC City,Apartment,1660,3,2,2,0,6,15,1,Fully Furnished,North-East,1,1,1,1,1,9130000
Tellapur,Apartment,1865,3,2,2,0,5,15,1,Fully Furnished,East,1,1,1,1,1,8579000
Kokapet,Apartment,1960,3,2,2,4,2,5,1,Fully Furnished,North,1,1,1,1,1,14100000
Narsingi,Apartment,1670,3,2,2,0,9,12,1,Fully Furnished,North,1,1,1,1,1,9853000
Uppal,Apartment,1660,3,2,2,0,1,12,1,Fully Furnished,East,1,1,1,1,1,8300000
Kondapur,Apartment,1695,3,2,2,0,4,12,1,Fully Furnished,North-East,1,1,1,1,1,12300000
Kondapur,Apartment,1916,3,2,2,0,3,12,1,Fully Furnished,South,1,1,1,1,1,11400000
Kukatpally,Apartment,1660,3,2,2,0,2,7,1,Fully Furnished,South,1,1,1,1,1,12400000
Puppalaguda,Apartment,1230,2,1,2,0,4,12,1,Semi-Furnished,North-East,0,0,1,1,1,6765000
Kondapur,Apartment,1800,3,2,2,0,2,7,1,Fully Furnished,South,1,1,1,1,1,13500000
Tellapur,Apartment,1355,2,1,2,0,3,12,1,Semi-Furnished,East,0,0,1,1,1,6775000
Miyapur,Apartment,1640,3,2,2,0,3,10,1,Fully Furnished,South,1,1,1,1,1,12300000
Narsingi,Apartment,1860,3,2,2,0,3,12,1,Fully Furnished,West,1,1,1,1,1,14800000
Narsingi,Apartment,1860,3,2,2,0,5,7,1,Fully Furnished,East,1,1,1,1,1,15800000
Kokapet,Apartment,2100,3,2,2,0,10,15,1,Fully Furnished,East,1,1,1,1,1,12600000
Kokapet,Apartment,1670,3,2,2,0,4,15,1,Fully Furnished,South,1,1,1,1,1,9853000
Somajiguda,Apartment,3278,4,3,2,0,4,12,1,Fully Furnished,East,1,1,1,1,1,44900000
Kukatpally,Apartment,2155,3,2,2,0,1,7,1,Fully Furnished,South,1,1,1,1,1,14400000
Ibrahimpatnam,Apartment,1000,2,1,2,4,2,12,1,Unfurnished,East,0,0,1,0,1,2826000
HITEC City,Apartment,2265,3,2,2,0,1,12,1,Fully Furnished,North,1,1,1,1,1,21500000
Velimela,Apartment,2196,3,2,2,0,11,12,1,Fully Furnished,East,1,1,1,1,1,13300000
Moosapet,Apartment,2880,3,2,2,0,9,15,1,Fully Furnished,West,1,1,1,1,1,21500000
Moosapet,Apartment,1300,2,1,2,0,13,20,1,Fully Furnished,South,1,1,1,1,1,9748000
Gachibowli,Apartment,2650,3,2,2,4,6,10,1,Fully Furnished,South,1,1,1,1,1,18000000
Kondapur,Apartment,1800,3,2,2,0,11,15,1,Fully Furnished,South,1,1,1,1,1,8500000
Bachupally,Apartment,1200,2,1,2,0,14,15,1,Semi-Furnished,North-East,1,0,1,1,1,6719000
Tarnaka,Apartment,1040,2,1,2,4,7,15,1,Semi-Furnished,South,0,0,1,1,1,5500000
Nallakunta,Apartment,1200,2,1,2,4,5,12,1,Semi-Furnished,North,0,0,1,1,1,7500000
Nallakunta,Apartment,1633,2,1,2,4,2,10,1,Fully Furnished,East,1,0,1,1,1,8000000
Nallakunta,Apartment,1500,3,2,2,4,1,10,1,Fully Furnished,North,1,1,1,1,1,9900000
Uppal Kalan,Apartment,1500,3,2,2,4,6,12,1,Fully Furnished,East,1,1,1,1,1,8800000
Manikonda,Apartment,1500,3,2,2,0,1,10,1,Fully Furnished,South,1,1,1,1,1,8700000
Manikonda,Apartment,1608,3,2,2,0,19,20,1,Fully Furnished,West,1,1,1,1,1,9326000
Puppalaguda,Apartment,1425,3,2,2,0,10,20,1,Fully Furnished,North,1,1,1,1,1,9262000
Ameenpur,Apartment,1518,3,2,2,0,19,20,1,Fully Furnished,East,1,1,1,1,1,9108000
Ameenpur,Apartment,1260,2,1,2,0,5,12,1,Semi-Furnished,South,0,0,1,1,1,7559999
Puppalaguda,Apartment,1605,3,2,2,0,5,12,1,Fully Furnished,North-East,1,1,1,1,1,10400000
Ameenpur,Apartment,1300,2,1,2,0,5,12,1,Semi-Furnished,West,0,0,1,1,1,7800000
Ameenpur,Apartment,1261,2,1,2,0,10,15,1,Semi-Furnished,North-East,0,0,1,1,1,7600000
Isnapur,Apartment,1210,2,1,2,4,2,7,1,Semi-Furnished,East,1,0,1,1,1,5445000
Manikonda,Apartment,1500,3,2,2,0,4,20,1,Fully Furnished,North,1,1,1,1,1,8700000
Isnapur,Apartment,1210,2,1,2,0,6,15,1,Semi-Furnished,North-East,0,0,1,1,1,5445000
Patighanpur,Apartment,1306,2,1,2,4,9,10,1,Semi-Furnished,East,1,0,1,1,1,6659000
Gachibowli,Apartment,2650,3,2,2,4,8,15,1,Fully Furnished,East,1,1,1,1,1,18000000
Film Nagar,Independent Floor,4127,4,3,2,4,0,2,0,Fully Furnished,North-East,0,1,1,1,0,64000000
Bowrampet,Apartment,1730,3,2,2,0,4,5,1,Semi-Furnished,East,0,0,1,1,1,7783000
Bowrampet,Apartment,1650,3,2,2,0,6,7,1,Semi-Furnished,North-West,0,0,1,1,1,7423000
Bowrampet,Apartment,1165,2,1,2,0,3,5,1,Semi-Furnished,North-West,0,0,1,1,1,5241000
Nizampet,Apartment,1500,3,2,2,0,8,10,1,Fully Furnished,East,1,1,1,1,1,9000000
Mallampet,Apartment,1350,3,2,2,0,16,24,1,Semi-Furnished,East,0,0,0,0,1,3100000
Madhapur,Apartment,3430,3,2,2,4,10,15,1,Fully Furnished,West,1,1,1,1,1,81000000
Miyapur,Apartment,1185,2,1,2,4,6,20,1,Semi-Furnished,East,0,0,1,1,1,6200000
Thimmapur,Independent House,1001,2,1,2,4,1,2,1,Semi-Furnished,South,0,0,1,1,0,4800000
Hyder Nagar,Apartment,1060,2,1,2,0,8,12,1,Semi-Furnished,East,1,0,1,1,1,3800000
Hyder Nagar,Apartment,1060,2,1,2,0,2,5,1,Semi-Furnished,North-East,0,0,1,1,1,3800000
Hyder Nagar,Apartment,1060,2,1,2,0,4,20,1,Semi-Furnished,East,0,0,1,1,1,3800000
Gachibowli,Apartment,1290,2,1,2,0,7,10,1,Semi-Furnished,East,0,0,1,1,1,5805000
Hayathnagar,Independent House,2800,3,2,2,4,1,2,1,Fully Furnished,West,0,1,1,1,0,14000000
Bachupally,Apartment,1230,2,1,2,0,8,10,1,Semi-Furnished,South,1,0,1,1,1,5500000
Tellapur,Apartment,1290,2,1,2,0,8,12,1,Semi-Furnished,East,1,0,1,1,1,4515000
Miyapur,Apartment,1215,2,1,2,0,7,12,1,Fully Furnished,West,1,1,1,1,1,8140000
Kollur,Apartment,1290,2,1,2,0,10,12,1,Semi-Furnished,North,0,0,1,1,1,5160000
Chandanagar,Apartment,1415,3,2,2,4,9,12,1,Semi-Furnished,East,0,0,1,1,1,7781999
Kondapur,Apartment,1580,3,2,2,0,5,12,1,Fully Furnished,East,1,1,1,1,1,9480000
Lingampally,Apartment,1350,3,2,2,0,3,10,1,Semi-Furnished,North-East,0,0,1,0,1,3400000
Gachibowli,Apartment,1290,2,1,2,0,5,15,1,Semi-Furnished,North,1,0,1,1,1,6964000
Chandanagar,Apartment,1200,2,1,2,0,3,12,1,Unfurnished,East,0,0,0,1,1,2801000
Patancheru,Villa,2000,3,2,2,0,0,1,2,Semi-Furnished,South,1,1,1,1,0,6500000
Ameenpur,Apartment,1450,3,2,2,0,12,20,1,Semi-Furnished,North-West,0,0,1,1,1,6233000
Ameenpur,Apartment,1070,2,1,2,4,9,10,1,Semi-Furnished,East,0,0,1,1,1,5300000
Ameenpur,Apartment,1070,2,1,2,4,1,5,1,Semi-Furnished,East,0,0,1,1,1,5300000
Ameenpur,Apartment,1500,3,2,2,0,9,10,1,Fully Furnished,North-West,1,1,1,1,1,8298000
Ameenpur,Apartment,1500,3,2,2,0,1,20,1,Fully Furnished,South,1,1,1,1,1,8298000
Ameenpur,Apartment,1150,2,1,2,0,2,12,1,Semi-Furnished,South,1,0,1,1,1,6698000
Ameenpur,Apartment,1100,2,1,2,0,11,12,1,Semi-Furnished,North-East,0,0,1,1,1,6378000
Ameenpur,Apartment,1150,2,1,2,0,6,7,1,Semi-Furnished,East,1,0,1,1,1,6698000
Ameenpur,Apartment,1100,2,1,2,0,2,12,1,Semi-Furnished,South,0,0,1,1,1,6378000
Ameenpur,Apartment,1500,3,2,2,0,6,7,1,Fully Furnished,North,1,1,1,1,1,8298000
Ameenpur,Apartment,1100,2,1,2,0,10,20,1,Semi-Furnished,North-East,0,0,1,1,1,6378000
Gachibowli,Apartment,2530,4,3,2,4,2,10,1,Fully Furnished,North,1,1,1,1,1,34200000
Nallakunta,Independent House,2000,4,3,2,4,1,3,1,Fully Furnished,North,1,1,1,1,0,9500000
Patancheru,Villa,1630,3,2,2,0,0,2,2,Fully Furnished,West,1,1,1,1,0,8300000
Bachupally,Apartment,1125,2,1,2,4,3,7,1,Semi-Furnished,West,0,0,1,1,1,4500000
Kompally,Villa,3300,4,3,2,0,0,1,2,Fully Furnished,South,1,1,1,1,0,23000000
Gajularamaram,Apartment,1375,2,1,2,0,8,12,1,Semi-Furnished,North,1,0,1,1,1,7562000
Gajularamaram,Apartment,1315,2,1,2,0,6,15,1,Semi-Furnished,North,0,0,1,1,1,7231999
Gajularamaram,Apartment,1515,3,2,2,0,10,20,1,Fully Furnished,West,1,1,1,1,1,8331999
Gajularamaram,Apartment,1160,2,1,2,0,19,24,1,Semi-Furnished,North,1,0,1,1,1,6380000
Gajularamaram,Apartment,1490,3,2,2,0,7,15,1,Fully Furnished,South,1,1,1,1,1,8195000
Kukatpally,Apartment,1854,3,2,2,4,4,20,1,Fully Furnished,South,1,1,1,1,1,16500000
Kukatpally,Apartment,1854,3,2,2,4,6,15,1,Fully Furnished,East,1,1,1,1,1,16500000
HITEC City,Apartment,4761,4,3,2,4,4,5,1,Fully Furnished,West,1,1,1,1,1,50000000
Kokapet,Apartment,2630,4,3,2,4,14,20,1,Fully Furnished,West,1,1,1,1,1,18400000
Nacharam,Independent House,1076,4,3,2,4,0,1,1,Semi-Furnished,West,0,0,1,1,0,6500000
Chilkanagar,Independent House,1233,1,1,1,4,0,2,1,Unfurnished,North,0,0,0,1,0,2700000
Uppal Kalan,Apartment,1250,3,2,2,4,17,24,1,Semi-Furnished,West,1,0,1,1,1,7650000
Mes Colony,Apartment,1400,3,2,2,4,1,5,1,Fully Furnished,East,1,0,1,1,1,8000000
Moti Nagar,Apartment,850,2,1,2,4,3,7,1,Semi-Furnished,West,1,0,1,1,1,6300000
Kondapur,Apartment,1100,2,1,2,4,1,20,1,Fully Furnished,East,1,1,1,1,1,8900000
Kukatpally,Apartment,1520,3,2,2,4,3,12,1,Fully Furnished,North,1,1,1,1,1,9500000
Padmarao Nagar,Apartment,1100,3,2,2,4,4,7,1,Semi-Furnished,East,0,0,1,1,1,5500000
Kompally,Apartment,1768,3,2,2,4,11,12,1,Semi-Furnished,North-East,1,0,1,1,1,7665000
Yapral,Apartment,1495,3,2,2,0,3,12,1,Semi-Furnished,West,0,0,1,1,1,6530000
Bowrampet,Apartment,1730,3,2,2,0,11,12,1,Semi-Furnished,East,1,0,1,1,1,7863000
Kompally,Villa,3078,4,3,2,4,1,3,2,Fully Furnished,South,1,1,1,1,0,12400000
Miyapur,Apartment,1485,3,2,2,0,8,12,1,Semi-Furnished,West,0,0,1,1,1,7651000
Auto Nagar,Apartment,1612,3,2,2,4,9,12,1,Semi-Furnished,East,0,0,1,1,1,7652000
Uppal Kalan,Villa,1958,3,2,2,4,1,2,2,Fully Furnished,North,1,1,1,1,0,8156000
Yousufguda,Apartment,2180,3,2,2,4,7,15,1,Fully Furnished,North,1,1,1,1,1,8960000
Kothapet,Apartment,1581,3,2,2,4,14,15,1,Semi-Furnished,South,1,0,1,1,1,7128000
Kothapet,Apartment,1750,3,2,2,0,10,12,1,Semi-Furnished,East,1,0,1,1,1,7652000
Lb Nagar,Apartment,2100,3,2,2,0,6,12,1,Fully Furnished,West,1,1,1,1,1,8562000
Kondapur,Apartment,1869,3,2,2,4,7,15,1,Semi-Furnished,East,0,0,1,1,1,7765000
Chandanagar,Apartment,1912,3,2,2,4,13,15,1,Semi-Furnished,East,1,0,1,1,1,6584000
Miyapur,Apartment,1620,3,2,2,4,18,20,1,Semi-Furnished,North-East,1,0,1,1,1,6795000
Sainikpuri,Apartment,2640,3,2,2,4,6,10,1,Fully Furnished,South,1,1,1,1,1,10300000
Saroor Nagar,Apartment,1385,3,2,2,4,1,7,1,Semi-Furnished,West,1,0,1,1,1,7630000
Attapur,Apartment,2800,4,3,2,4,4,5,1,Fully Furnished,North,1,1,1,1,1,12400000
Banjara Hills,Apartment,2338,3,2,2,4,16,20,1,Fully Furnished,East,1,1,1,1,1,9563000
Narsingi,Villa,8214,5,4,2,0,0,1,2,Fully Furnished,East,1,1,1,1,0,76400000
Fair Lands,Apartment,1100,2,1,2,4,6,12,1,Semi-Furnished,East,0,0,1,1,1,6700000
Falaknuma,Independent House,1500,2,1,2,4,1,3,1,Fully Furnished,North,1,0,1,1,0,8000000
Sbi Executive Enclave,Apartment,1100,2,1,2,4,9,20,1,Semi-Furnished,North,1,0,1,1,1,6100000
Excise Colony,Apartment,1000,2,1,2,4,14,20,1,Semi-Furnished,North,0,0,1,1,1,5900000
Express Highway,Apartment,1200,2,1,2,4,1,10,1,Semi-Furnished,East,1,0,1,1,1,6500000
Etebar Chowk Hyderabad,Apartment,1100,2,1,2,4,7,12,1,Semi-Furnished,West,0,0,1,1,1,4900000
Essamiya Bazar,Apartment,900,2,1,2,4,6,7,1,Semi-Furnished,North,0,0,1,1,1,4900000
Ghori Nagar,Apartment,1190,2,1,2,4,4,15,1,Semi-Furnished,East,0,0,1,1,1,5900000
